x	y	z.name	ui.vect	zi.vect	Ixy_ui	cplx	Rxyz_ui	category	Nxy_ui
00000000010010000000000000000000000	Gata1	HbbbH1	NA	NA	Cdh1,Cdh5,Egfl7,Ets1,Etv6,FoxH1,FoxO4,Gfi1,Gfi1b,Hhex,HoxB2,Itga2b,Kdr,Kit,Ldb1,Lyl1,Mecom,Meis1,Mitf,Myb,Notch1,Pecam1,Procr,Runx1,Sox17,Sox7,Tal1,Tbx20,Tbx3	663.155	3.66088	0	3	3934
01000010000000000000000000000000000	Cdh5	Fli1	NA	NA	Cdh1,Egfl7,Ets1,Ets2,Etv6,FoxH1,FoxO4,Gata1,Gfi1,Gfi1b,HbbbH1,Hhex,Itga2b,Kdr,Kit,Ldb1,Lmo2,Lyl1,Mecom,Meis1,Mitf,Myb,Notch1,Pecam1,Procr,Runx1,Sox17,Sox7,Tal1,Tbx20,Tbx3	613.033	3.58988	0	3	3934
00000000000000001000010000000000000	Itga2b	Lyl1	NA	NA	Cdh1,Cdh5,Egfl7,Etv6,Fli1,Gata1,Gfi1,Gfi1b,HbbbH1,Hhex,Kit,Ldb1,Lmo2,Meis1,Mitf,Myb,Notch1,Pecam1,Procr,Runx1,Sox17,Tal1,Tbx20,Tbx3,Ets1,Ets2,Kdr,Sox7	610.831	3.6442	0	3	3934
00000000000100000000000001000000000	Gfi1b	Myb	NA	NA	Cdh1,Cdh5,Egfl7,Ets1,Fli1,FoxH1,FoxO4,Gata1,Gfi1,HbbbH1,Hhex,HoxD8,Itga2b,Kdr,Kit,Ldb1,Lmo2,Lyl1,Mecom,Meis1,Mitf,Notch1,Pecam1,Runx1,Sox17,Sox7,Tal1,Tbx20,Tbx3,Etv6	605.758	3.68059	0	3	3934
00000000000000000000000000000001010	Sox7	Tbx20	NA	NA	Cdh1,Cdh5,Egfl7,Ets1,Ets2,Etv6,Fli1,FoxH1,FoxO4,Gata1,Gfi1,Gfi1b,HbbbH1,Hhex,HoxB2,Kdr,Kit,Lmo2,Lyl1,Mecom,Meis1,Mitf,Myb,Notch1,Pecam1,Procr,Runx1,Sox17,Tal1,Tbx3,Itga2b	560.575	3.6806	0	3	3934
00000000010000000000000000100000000	Gata1	Notch1	NA	NA	Cdh1,Cdh5,Egfl7,Ets1,Etv6,FoxH1,FoxO4,Gfi1,Gfi1b,HbbbH1,Hhex,HoxB2,Itga2b,Kdr,Kit,Ldb1,Lyl1,Mecom,Meis1,Mitf,Myb,Pecam1,Procr,Runx1,Sox17,Sox7,Tal1,Tbx20,Tbx3,Ets2,Fli1,Lmo2	511.784	3.65033	0	3	3934
00000000000100001000000000000000000	Gfi1b	Itga2b	NA	NA	Cdh1,Cdh5,Egfl7,Ets1,Fli1,FoxH1,FoxO4,Gata1,Gfi1,HbbbH1,Hhex,HoxD8,Kdr,Kit,Ldb1,Lmo2,Lyl1,Mecom,Meis1,Mitf,Myb,Notch1,Pecam1,Runx1,Sox17,Sox7,Tal1,Tbx20,Tbx3,Etv6,Procr	503.637	3.67996	0	3	3934
00000000000000000000000100100000000	Meis1	Notch1	NA	NA	Cdh5,Egfl7,Ets1,Etv6,Fli1,Gata1,Gfi1,Gfi1b,HbbbH1,Hhex,HoxB2,Itga2b,Kdr,Lmo2,Lyl1,Mecom,Mitf,Myb,Procr,Runx1,Sox17,Sox7,Tal1,Tbx20,Tbx3,Cdh1,Ets2,FoxO4,Kit,Ldb1,Pecam1	483.174	3.66161	0	3	3934
00000000010000000000000000000010000	Gata1	Sox17	NA	NA	Cdh1,Cdh5,Egfl7,Ets1,Etv6,FoxH1,FoxO4,Gfi1,Gfi1b,HbbbH1,Hhex,HoxB2,Itga2b,Kdr,Kit,Ldb1,Lyl1,Mecom,Meis1,Mitf,Myb,Notch1,Pecam1,Procr,Runx1,Sox7,Tal1,Tbx20,Tbx3,Fli1,Lmo2	450.291	3.65256	0	3	3934
00000000000000000000000000000000011	Tbx20	Tbx3	NA	NA	Cdh1,Cdh5,Egfl7,Ets1,Ets2,Etv6,Fli1,FoxH1,Gata1,Gfi1,Gfi1b,HbbbH1,Hhex,HoxB2,Itga2b,Kdr,Kit,Lmo2,Lyl1,Mecom,Meis1,Mitf,Myb,Notch1,Procr,Runx1,Sox17,Sox7,Tal1,HoxD8,Ldb1,Pecam1	389.456	3.68109	0	3	3934
01000000000000000000000000001000000	Cdh5	Procr	NA	NA	Cdh1,Egfl7,Ets1,Ets2,Etv6,Fli1,FoxH1,FoxO4,Gata1,Gfi1,Gfi1b,HbbbH1,Hhex,Itga2b,Kdr,Kit,Ldb1,Lmo2,Lyl1,Mecom,Meis1,Mitf,Myb,Notch1,Pecam1,Runx1,Sox17,Sox7,Tal1,Tbx20,Tbx3	378.33	3.64289	0	3	3934
00000000000000000000100000000000100	Lmo2	Tal1	NA	NA	Cdh1,Cdh5,Egfl7,Ets1,Ets2,Etv6,Fli1,Gfi1,Gfi1b,Hhex,HoxB2,Itga2b,Kdr,Kit,Ldb1,Lyl1,Mecom,Meis1,Myb,Notch1,Pecam1,Procr,Runx1,Sox17,Sox7,Tbx20,Tbx3,FoxH1,FoxO4,Gata1,HbbbH1	354.803	3.54592	0	3	3934
00000000000100000000000000000100000	Gfi1b	Runx1	NA	NA	Cdh1,Cdh5,Egfl7,Ets1,Fli1,FoxH1,FoxO4,Gata1,Gfi1,HbbbH1,Hhex,HoxD8,Itga2b,Kdr,Kit,Ldb1,Lmo2,Lyl1,Mecom,Meis1,Mitf,Myb,Notch1,Pecam1,Sox17,Sox7,Tal1,Tbx20,Tbx3	338.137	3.56774	0	3	3934
01100000000000000000000000000000000	Cdh5	Egfl7	NA	NA	Cdh1,Ets1,Ets2,Etv6,Fli1,FoxH1,FoxO4,Gata1,Gfi1,Gfi1b,HbbbH1,Hhex,Itga2b,Kdr,Kit,Ldb1,Lmo2,Lyl1,Mecom,Meis1,Mitf,Myb,Notch1,Pecam1,Procr,Runx1,Sox17,Sox7,Tal1,Tbx20,Tbx3	331.369	3.51319	0	3	3934
00000000000000000000001100000000000	Mecom	Meis1	NA	NA	Cdh5,Egfl7,Ets1,Etv6,Fli1,FoxO4,Gata1,Gfi1b,HbbbH1,Hhex,Kdr,Kit,Ldb1,Lmo2,Mitf,Myb,Notch1,Pecam1,Procr,Runx1,Sox17,Sox7,Tbx20,Gfi1,HoxB2,Itga2b,Lyl1,Tal1,Tbx3	237.504	3.60588	0	3	3934
00000010000000000010000000000000000	Fli1	Kit	NA	NA	Cdh1,Cdh5,Egfl7,Ets1,Ets2,Etv6,FoxO4,Gfi1,Gfi1b,Hhex,Itga2b,Kdr,Ldb1,Lmo2,Lyl1,Mecom,Meis1,Mitf,Myb,Notch1,Pecam1,Procr,Runx1,Sox17,Sox7,Tal1,Tbx20,Tbx3,Gata1,HbbbH1	209.642	3.34231	0	3	3934
00000000000000000100000000100000000	Kdr	Notch1	NA	Cdh5	Cdh1,Egfl7,Ets1,Ets2,Etv6,Fli1,FoxO4,Gata1,Gfi1,Gfi1b,HbbbH1,Hhex,HoxB2,HoxD8,Kit,Ldb1,Lmo2,Lyl1,Mecom,Meis1,Mitf,Pecam1,Procr,Runx1,Sox17,Sox7,Tal1,Tbx20,Tbx3,Itga2b,Myb	203.756	5.59027	0	3	3934
00010000000000000000000000100000000	Ets1	Notch1	NA	Cdh5	Cdh1,Egfl7,Ets2,Etv6,Fli1,FoxO4,Gata1,Gfi1,Gfi1b,HbbbH1,Hhex,HoxB2,Kdr,Ldb1,Lmo2,Lyl1,Mecom,Meis1,Mitf,Pecam1,Procr,Runx1,Sox17,Sox7,Tal1,Tbx20,Tbx3,Itga2b,Myb	184.727	5.92059	0	3	3934
00000000010000000000000100000000000	Gata1	Meis1	NA	Notch1	Cdh1,Cdh5,Egfl7,Ets1,Etv6,FoxH1,FoxO4,Gfi1,Gfi1b,HbbbH1,HoxB2,Itga2b,Kdr,Kit,Ldb1,Lyl1,Mecom,Mitf,Myb,Procr,Runx1,Sox17,Sox7,Tal1,Tbx20,Tbx3,Fli1,Lmo2	176.314	6.34121	0	3	3934
01000100000000000000000000000000000	Cdh5	Etv6	NA	NA	Cdh1,Egfl7,Ets1,Ets2,Fli1,FoxH1,FoxO4,Gata1,Gfi1,Gfi1b,HbbbH1,Hhex,Itga2b,Kdr,Kit,Ldb1,Lmo2,Lyl1,Mecom,Meis1,Mitf,Myb,Notch1,Pecam1,Procr,Runx1,Sox17,Sox7,Tal1,Tbx20,Tbx3	174.851	3.38507	0	3	3934
00000000000000001000000000010000000	Itga2b	Pecam1	NA	Lyl1	Cdh1,Cdh5,Egfl7,Etv6,Fli1,Gata1,Gfi1,Gfi1b,HbbbH1,Hhex,Kit,Ldb1,Lmo2,Meis1,Mitf,Myb,Notch1,Procr,Runx1,Sox17,Tal1,Tbx20,Tbx3,Ets1,Ets2,Mecom	145.129	6.09191	0	3	3934
00000000000010000000000000000000010	HbbbH1	Tbx20	NA	Gata1	Cdh1,Cdh5,Egfl7,Ets1,FoxH1,FoxO4,Gfi1b,Hhex,Itga2b,Kdr,Kit,Ldb1,Lyl1,Mecom,Meis1,Mitf,Myb,Notch1,Pecam1,Procr,Runx1,Sox17,Sox7,Tal1,Tbx3,Ets2,Etv6,Gfi1,HoxB2,Lmo2	143.56	6.3185	0	3	3934
01000000000000000000000000000000100	Cdh5	Tal1	NA	Fli1	Cdh1,Egfl7,Ets1,Ets2,Etv6,FoxH1,FoxO4,Gata1,Gfi1,Gfi1b,HbbbH1,Hhex,Itga2b,Kdr,Kit,Ldb1,Lmo2,Lyl1,Mecom,Meis1,Mitf,Myb,Notch1,Pecam1,Procr,Runx1,Sox17,Sox7,Tbx20,Tbx3	139.709	5.4019	0	3	3934
00000000000100000000010000000000000	Gfi1b	Lyl1	NA	Itga2b	Cdh1,Cdh5,Egfl7,Ets1,Fli1,FoxH1,FoxO4,Gata1,Gfi1,HbbbH1,Hhex,HoxD8,Kdr,Kit,Ldb1,Lmo2,Mecom,Meis1,Mitf,Myb,Notch1,Pecam1,Runx1,Sox17,Sox7,Tal1,Tbx20,Tbx3,Ets2,Etv6,Procr	136.463	6.19197	0	3	3934
01000000000000000000100000000000000	Cdh5	Lmo2	NA	Tal1	Cdh1,Egfl7,Ets1,Ets2,Etv6,Fli1,FoxH1,FoxO4,Gata1,Gfi1,Gfi1b,Hhex,Kdr,Kit,Ldb1,Lyl1,Mecom,Meis1,Mitf,Myb,Notch1,Pecam1,Procr,Runx1,Sox17,Sox7,Tbx3,HoxB2	131.836	5.0602	0	3	3934
00000000000110000000000000000000000	Gfi1b	HbbbH1	NA	Gata1	Cdh1,Cdh5,Egfl7,Ets1,Fli1,FoxH1,FoxO4,Gfi1,Hhex,HoxD8,Itga2b,Kdr,Kit,Ldb1,Lmo2,Lyl1,Mecom,Meis1,Mitf,Myb,Notch1,Pecam1,Runx1,Sox17,Sox7,Tal1,Tbx20,Tbx3,Procr	123.038	6.01535	0	3	3934
00000000000001000000000000000001000	Hhex	Sox7	NA	Cdh5	Egfl7,Ets1,Ets2,Etv6,Fli1,FoxO4,Gata1,Gfi1,Gfi1b,HbbbH1,Itga2b,Kdr,Kit,Ldb1,Lmo2,Lyl1,Mecom,Meis1,Mitf,Myb,Notch1,Pecam1,Procr,Sox17,Tal1,Tbx20,Tbx3,FoxH1,HoxB2,Runx1	120.889	5.9533	0	3	3934
00000000000000000000001000000010000	Mecom	Sox17	NA	Meis1	Cdh5,Egfl7,Ets1,Etv6,Fli1,FoxO4,Gata1,Gfi1b,HbbbH1,Hhex,Kit,Ldb1,Lmo2,Mitf,Myb,Notch1,Pecam1,Procr,Runx1,Sox7,Tbx20,Cdh1,FoxH1,Gfi1,Itga2b,Tal1,Tbx3	113.165	6.21523	0	3	3934
01000000000000000000000000010000000	Cdh5	Pecam1	NA	Tal1	Cdh1,Egfl7,Ets1,Ets2,Etv6,Fli1,FoxH1,FoxO4,Gata1,Gfi1,Gfi1b,HbbbH1,Hhex,Itga2b,Kdr,Kit,Ldb1,Lmo2,Lyl1,Mecom,Meis1,Mitf,Myb,Notch1,Procr,Runx1,Sox17,Sox7,Tbx3	96.9286	5.26292	0	3	3934
00000000000100000000000000000010000	Gfi1b	Sox17	NA	Gata1,Itga2b	Cdh1,Egfl7,Fli1,FoxH1,FoxO4,Gfi1,HbbbH1,Hhex,HoxD8,Kit,Ldb1,Lyl1,Mecom,Mitf,Myb,Notch1,Runx1,Sox7,Tal1,Tbx3	96.667	10.3508	0	3	3934
00000000000000000000000001000000100	Myb	Tal1	NA	Gfi1b	Cdh1,Cdh5,Etv6,Fli1,FoxH1,FoxO4,Gata1,Gfi1,HbbbH1,Hhex,HoxD8,Itga2b,Kit,Ldb1,Lmo2,Lyl1,Meis1,Mitf,Notch1,Pecam1,Runx1,Sox17,Sox7,Tbx20,Tbx3,Egfl7,Ets1,Ets2,Kdr	94.1671	5.83536	0	3	3934
00010000000000000100000000000000000	Ets1	Kdr	NA	Cdh5,Notch1	Cdh1,Egfl7,Ets2,Etv6,Fli1,FoxO4,Gfi1,Gfi1b,Hhex,HoxB2,Kit,Ldb1,Lmo2,Mecom,Meis1,Mitf,Pecam1,Procr,Runx1,Sox7,Tal1,Tbx20,Tbx3,HoxD8	88.9844	8.97425	0	3	3934
00000000010000000000000000000000001	Gata1	Tbx3	NA	Tbx20	Cdh1,Cdh5,Egfl7,Ets1,Etv6,FoxH1,FoxO4,Gfi1,Gfi1b,HbbbH1,Hhex,HoxB2,Itga2b,Kdr,Kit,Ldb1,Lyl1,Mecom,Meis1,Mitf,Myb,Notch1,Pecam1,Procr,Runx1,Sox17,Sox7,Tal1,Fli1,HoxD8,Lmo2	87.5527	6.41192	0	3	3934
00000000000000000000010000010000000	Lyl1	Pecam1	NA	Tal1,Itga2b	Cdh1,Cdh5,Gfi1b,Kit,Runx1,Mecom	86.7715	8.92499	0	3	3934
00100000000000000000000000000001000	Egfl7	Sox7	NA	Cdh5	Cdh1,Ets1,Ets2,Etv6,Fli1,Gata1,Gfi1b,HbbbH1,Hhex,Itga2b,Kdr,Ldb1,Lmo2,Mecom,Meis1,Mitf,Notch1,Pecam1,Procr,Sox17,Tal1,Tbx20,Tbx3,FoxH1,FoxO4,HoxB2,Myb,Runx1	84.366	5.51674	0	3	3934
01000000001000000000000000000000000	Cdh5	Gfi1	NA	NA	Cdh1,Egfl7,Ets1,Ets2,Etv6,Fli1,FoxH1,FoxO4,Gata1,Gfi1b,HbbbH1,Hhex,Itga2b,Kdr,Kit,Ldb1,Lmo2,Lyl1,Mecom,Meis1,Mitf,Myb,Notch1,Pecam1,Procr,Runx1,Sox17,Sox7,Tal1,Tbx20,Tbx3	83.5822	3.44609	0	3	3934
00000000001100000000000000000000000	Gfi1	Gfi1b	NA	NA	Cdh5,Egfl7,Ets1,Etv6,Fli1,FoxH1,FoxO4,Gata1,Hhex,Itga2b,Kdr,Kit,Lmo2,Lyl1,Meis1,Myb,Notch1,Pecam1,Procr,Runx1,Sox17,Sox7,Tal1,Tbx20,Tbx3,Cdh1,HbbbH1,HoxD8,Ldb1,Mecom,Mitf	74.0618	3.43991	0	3	3934
10000000000000000100000000000000000	Cdh1	Kdr	NA	Fli1	Cdh5,Egfl7,Ets1,Ets2,Etv6,FoxH1,FoxO4,Gata1,Gfi1b,HbbbH1,Hhex,Itga2b,Kit,Ldb1,Lmo2,Lyl1,Mitf,Myb,Notch1,Pecam1,Procr,Runx1,Sox17,Sox7,Tal1,Tbx20,Gfi1,HoxB2,HoxD8,Mecom,Meis1,Tbx3	73.8971	5.86596	0	3	3934
00000000010000000000000001000000000	Gata1	Myb	NA	Gfi1b	Cdh1,Cdh5,Egfl7,Etv6,FoxH1,FoxO4,Gfi1,HbbbH1,Hhex,HoxB2,Itga2b,Kit,Ldb1,Lyl1,Mecom,Meis1,Mitf,Notch1,Pecam1,Procr,Runx1,Sox17,Sox7,Tal1,Tbx20,Tbx3,Fli1,HoxD8,Lmo2	67.5383	6.0535	0	3	3934
00000000000000000000000000000001001	Sox7	Tbx3	NA	Tbx20,Gata1	Cdh5,Egfl7,Ets2,Etv6,Fli1,FoxH1,FoxO4,Hhex,HoxB2,Kdr,Mitf,Myb,Notch1,Procr,Runx1,Sox17,Tal1,HoxD8,Itga2b,Ldb1	64.1182	10.9311	0	3	3934
00000000000000000100000000001000000	Kdr	Procr	NA	Cdh5	Cdh1,Egfl7,Ets1,Ets2,Etv6,Fli1,FoxO4,Gata1,Gfi1,Gfi1b,HbbbH1,Hhex,HoxB2,HoxD8,Kit,Ldb1,Lmo2,Lyl1,Mecom,Meis1,Mitf,Notch1,Pecam1,Runx1,Sox17,Sox7,Tal1,Tbx20,Tbx3,Itga2b	57.9764	5.65555	0	3	3934
00000000000000000000000010000000010	Mitf	Tbx20	NA	NA	Cdh1,Cdh5,Egfl7,Ets1,Fli1,Gata1,Gfi1b,HbbbH1,Hhex,Itga2b,Kdr,Kit,Mecom,Meis1,Myb,Notch1,Runx1,Sox17,Sox7,Tbx3,Ets2,Etv6,FoxH1,Gfi1,HoxB2,Lmo2,Lyl1,Procr,Tal1	57.413	3.62341	0	3	3934
10000100000000000000000000000000000	Cdh1	Etv6	NA	Cdh5	Egfl7,Ets1,Ets2,Fli1,FoxH1,FoxO4,Gata1,Gfi1b,HbbbH1,Hhex,Itga2b,Kdr,Kit,Ldb1,Lmo2,Lyl1,Mitf,Myb,Notch1,Pecam1,Procr,Runx1,Sox17,Sox7,Tal1,Tbx20,Gfi1,Mecom,Meis1,Tbx3	53.9664	5.14176	0	3	3934
00000000000000001000000000000100000	Itga2b	Runx1	NA	Gfi1b	Cdh1,Cdh5,Egfl7,Etv6,Fli1,Gata1,Gfi1,HbbbH1,Hhex,Kit,Ldb1,Lmo2,Lyl1,Meis1,Mitf,Myb,Notch1,Pecam1,Procr,Sox17,Tal1,Tbx20,Tbx3,Ets1,FoxH1,FoxO4,HoxD8,Kdr,Mecom,Sox7	52.4229	5.91353	0	3	3934
00000000000000000010000000010000000	Kit	Pecam1	NA	Fli1	Cdh1,Cdh5,Egfl7,Ets1,Etv6,Gata1,Gfi1,Gfi1b,HbbbH1,Hhex,Itga2b,Kdr,Ldb1,Lmo2,Lyl1,Mecom,Mitf,Myb,Procr,Sox17,Tal1,Tbx20,Ets2,Runx1,Tbx3	52.3452	5.84097	0	3	3934
00000000000000000000001000100000000	Mecom	Notch1	NA	Meis1,Sox17	Cdh5,Egfl7,Ets1,Etv6,Fli1,FoxO4,Gata1,Gfi1b,HbbbH1,Hhex,Kdr,Kit,Ldb1,Lmo2,Mitf,Myb,Pecam1,Procr,Runx1,Sox7,Tbx20,Ets2,HoxB2,Itga2b,Lyl1,Tbx3	49.3532	10.7787	0	3	3934
00000000000010000000000000100000000	HbbbH1	Notch1	NA	Gata1,Tbx20,Sox17	Egfl7,Ets1,FoxO4,Gfi1b,Itga2b,Kdr,Ldb1,Mecom,Meis1,Procr,Sox7,Ets2,Fli1,HoxB2,Lmo2	48.3035	18.2587	0	3	3934
00000000000000000100000000000000010	Kdr	Tbx20	NA	Sox7,Notch1	Cdh1,Cdh5,Egfl7,Ets1,Ets2,Etv6,Fli1,FoxO4,Gfi1b,HbbbH1,Hhex,HoxB2,HoxD8,Kit,Ldb1,Lmo2,Lyl1,Mitf,Procr,Runx1,Tal1,Tbx3,FoxH1	48.281	10.0884	0	3	3934
00000000000000001000000000000000100	Itga2b	Tal1	NA	Lyl1,Pecam1	Cdh1,Cdh5,Egfl7,Etv6,Fli1,Gata1,Gfi1,Gfi1b,HbbbH1,Hhex,Kit,Ldb1,Lmo2,Meis1,Mitf,Myb,Notch1,Procr,Runx1,Sox17,Tbx20,Tbx3,Ets1,Ets2,FoxH1,FoxO4,Kdr,Sox7	44.0673	9.37586	0	3	3934
10000000000000000001000000000000000	Cdh1	Ldb1	NA	NA	Cdh5,Egfl7,Ets1,Ets2,Etv6,Fli1,FoxH1,FoxO4,Gata1,Gfi1b,HbbbH1,Hhex,Itga2b,Kdr,Kit,Lmo2,Lyl1,Mitf,Myb,Notch1,Pecam1,Procr,Runx1,Sox17,Sox7,Tal1,Tbx20,Mecom,Tbx3	44.0213	3.00708	0	3	3934
00100000000000000000000000100000000	Egfl7	Notch1	NA	Cdh5,Sox7	Cdh1,Ets1,Ets2,Etv6,Fli1,Gata1,Gfi1b,HbbbH1,Hhex,Itga2b,Kdr,Ldb1,Lmo2,Mecom,Meis1,Mitf,Pecam1,Procr,Sox17,Tal1,Tbx20,Tbx3,FoxO4,HoxB2	43.521	9.13906	0	3	3934
00000000000001000100000000000000000	Hhex	Kdr	NA	Cdh5,Sox7,Tal1	Cdh1,Egfl7,Ets1,Ets2,Etv6,Fli1,FoxO4,Gfi1b,Kit,Ldb1,Lmo2,Lyl1,Meis1,Mitf,Myb,Notch1,Pecam1,Procr,Sox17,Tbx20,Tbx3,HoxB2,HoxD8,Runx1	41.8105	12.9156	0	3	3934
00000000000000000000000000000011000	Sox17	Sox7	NA	Gata1,Cdh5,Tbx20	Cdh1,Egfl7,Etv6,Fli1,FoxH1,FoxO4,Gfi1b,Hhex,Itga2b,Kit,Mecom,Mitf,Myb,Notch1,Procr,Runx1,Tal1,Tbx3,Ets2,HoxB2	40.8101	17.4467	0	3	3934
00000000000000001000000100000000000	Itga2b	Meis1	NA	NA	Cdh1,Cdh5,Egfl7,Etv6,Fli1,Gata1,Gfi1,Gfi1b,HbbbH1,Hhex,Kit,Ldb1,Lmo2,Lyl1,Mitf,Myb,Notch1,Pecam1,Procr,Runx1,Sox17,Tal1,Tbx20,Tbx3,Ets1,HoxB2,Kdr,Mecom,Sox7	39.7658	3.67358	0	3	3934
00000000000001000000000000000000100	Hhex	Tal1	NA	Cdh5,Fli1	Cdh1,Egfl7,Ets1,Ets2,Etv6,FoxO4,Gata1,Gfi1,Gfi1b,Itga2b,Kdr,Kit,Ldb1,Lmo2,Lyl1,Meis1,Myb,Pecam1,Procr,Sox17,Sox7,Tbx20,Tbx3,FoxH1,Runx1	34.6483	8.49979	0	3	3934
00000010000001000000000000000000000	Fli1	Hhex	NA	Cdh5,Kdr,Tal1	Cdh1,Egfl7,Etv6,FoxO4,Kit,Lmo2,Sox7	33.7511	12.8359	0	3	3934
01000000000000000000000100000000000	Cdh5	Meis1	NA	Notch1,Mecom	Egfl7,Ets1,Etv6,Fli1,Gata1,Gfi1,Hhex,Itga2b,Kdr,Kit,Lmo2,Pecam1,Procr,Sox7,Tal1,HoxB2	33.5614	10.278	0	3	3934
00000000000001000000100000000000000	Hhex	Lmo2	NA	Tal1,Cdh5	Cdh1,Egfl7,Ets1,Ets2,Etv6,Fli1,FoxO4,Gfi1,Gfi1b,Itga2b,Kdr,Kit,Ldb1,Lyl1,Mecom,Meis1,Mitf,Myb,Notch1,Pecam1,Procr,Sox17,Sox7,Tbx20,Tbx3,HoxB2,Runx1	31.1867	8.96941	0	3	3934
10000000000000000000010000000000000	Cdh1	Lyl1	NA	Tal1	Cdh5,Egfl7,Ets1,Ets2,Etv6,Fli1,FoxH1,FoxO4,Gata1,Gfi1b,HbbbH1,Hhex,Itga2b,Kdr,Kit,Ldb1,Lmo2,Mitf,Myb,Notch1,Pecam1,Procr,Runx1,Sox17,Sox7,Tbx20,Gfi1,Meis1,Tbx3	31.0104	5.3946	0	3	3934
