x	y	z.name	ui.vect	zi.vect	Ixy_ui	cplx	Rxyz_ui	category	Nxy_ui
000000000000001000000000000001000	HoxB4	Sox7	NA	NA	Cbfa2t3h,Erg,Ets1,Ets2,Etv2,Etv6,Fli1,Gata1,Gfi1,Gfi1b,Hhex,HoxB2,Lmo2,Lyl1,Mecom,Meis1,Mitf,Nfe2,Notch1,Sfpi1,Sox17,Tal1,Tbx20,Tbx3,FoxH1,FoxO4,Ikaros,Myb,Runx1	509.477	3.65943	0	3	3934
000000000000000000000100010000000	Meis1	Notch1	NA	NA	Erg,Ets1,Etv2,Etv6,Fli1,Gata1,Gfi1,Gfi1b,Hhex,HoxB2,HoxB4,Ikaros,Lmo2,Lyl1,Mecom,Mitf,Myb,Nfe2,Runx1,Sfpi1,Sox17,Sox7,Tal1,Tbx20,Tbx3,Cbfa2t3h,Ets2,FoxO4,Ldb1	483.174	3.66161	0	3	3934
000000000100000000000000000010000	Gata1	Sox17	NA	NA	Cbfa2t3h,Erg,Ets1,Etv2,Etv6,FoxH1,FoxO4,Gfi1,Gfi1b,Hhex,HoxB2,HoxB4,Ikaros,Ldb1,Lyl1,Mecom,Meis1,Mitf,Myb,Nfe2,Notch1,Runx1,Sfpi1,Sox7,Tal1,Tbx20,Tbx3,Fli1,Lmo2	450.291	3.65256	0	3	3934
000000100000000000000000000001000	Fli1	Sox7	NA	NA	Cbfa2t3h,Erg,Ets1,Ets2,Etv2,Etv6,FoxO4,Gfi1,Gfi1b,Hhex,HoxB4,Ikaros,Ldb1,Lmo2,Lyl1,Mecom,Meis1,Mitf,Myb,Nfe2,Notch1,Runx1,Sfpi1,Sox17,Tal1,Tbx20,Tbx3,FoxH1,Gata1,HoxB2	447.06	3.58414	0	3	3934
000000000000000010000000001000000	Ikaros	Runx1	NA	NA	Cbfa2t3h,Ets1,Etv2,Etv6,Fli1,FoxH1,FoxO4,Gata1,Gfi1,Gfi1b,HoxD8,Ldb1,Lmo2,Lyl1,Mecom,Meis1,Mitf,Myb,Nfe2,Notch1,Sfpi1,Sox17,Sox7,Tal1,Tbx20,Tbx3	413.606	3.57376	0	3	3934
100000000000000000000000000100000	Cbfa2t3h	Sfpi1	NA	NA	Erg,Ets1,Ets2,Etv2,Etv6,Fli1,FoxH1,Gata1,Gfi1,Gfi1b,Hhex,HoxB2,HoxB4,Ikaros,Ldb1,Lmo2,Lyl1,Mitf,Myb,Nfe2,Notch1,Runx1,Sox17,Sox7,Tal1,Tbx3,FoxO4,Mecom,Meis1	392.167	3.63033	0	3	3934
000000000000000000000000000000011	Tbx20	Tbx3	NA	NA	Erg,Ets1,Ets2,Etv2,Etv6,Fli1,FoxH1,Gata1,Gfi1,Gfi1b,Hhex,HoxB2,HoxB4,Ikaros,Lmo2,Lyl1,Mecom,Meis1,Mitf,Myb,Nfe2,Notch1,Runx1,Sox17,Sox7,Tal1,Cbfa2t3h,HoxD8,Ldb1,Sfpi1	389.456	3.68109	0	3	3934
000000000000000000100000000000100	Lmo2	Tal1	NA	NA	Cbfa2t3h,Erg,Ets1,Ets2,Etv2,Etv6,Fli1,Gfi1,Gfi1b,Hhex,HoxB2,HoxB4,Ikaros,Ldb1,Lyl1,Mecom,Meis1,Myb,Nfe2,Notch1,Runx1,Sfpi1,Sox17,Sox7,Tbx20,Tbx3,FoxH1,FoxO4,Gata1	354.803	3.54592	0	3	3934
000000000000000000001100000000000	Mecom	Meis1	NA	NA	Erg,Ets1,Etv2,Etv6,Fli1,FoxO4,Gata1,Gfi1b,Hhex,HoxB4,Ikaros,Ldb1,Lmo2,Mitf,Myb,Nfe2,Notch1,Runx1,Sfpi1,Sox17,Sox7,Tbx20,Gfi1,HoxB2,Lyl1,Tal1,Tbx3	237.504	3.60588	0	3	3934
000000000000000010000000100000000	Ikaros	Nfe2	NA	Gfi1b	Cbfa2t3h,Ets1,Etv2,Etv6,Fli1,FoxH1,FoxO4,Gata1,Gfi1,HoxD8,Ldb1,Lmo2,Lyl1,Mecom,Meis1,Mitf,Myb,Notch1,Runx1,Sfpi1,Sox17,Sox7,Tal1,Tbx20,Tbx3,Erg,Hhex,HoxB4	234.108	5.96835	0	3	3934
100000000000000000000000000000100	Cbfa2t3h	Tal1	NA	Lyl1	Erg,Ets1,Ets2,Etv2,Etv6,Fli1,FoxH1,Gata1,Gfi1,Gfi1b,Hhex,HoxB2,HoxB4,Ikaros,Ldb1,Lmo2,Mitf,Myb,Nfe2,Notch1,Runx1,Sfpi1,Sox17,Sox7,Tbx3,FoxO4,Meis1,Tbx20	213.277	5.62481	0	3	3934
000010000000000000000000000001000	Etv2	Sox7	NA	Notch1	Cbfa2t3h,Erg,Ets1,Ets2,Etv6,Fli1,FoxO4,Gata1,Gfi1,Gfi1b,Hhex,HoxB2,HoxB4,HoxD8,Ikaros,Ldb1,Lmo2,Lyl1,Mecom,Meis1,Mitf,Myb,Nfe2,Runx1,Sox17,Tal1,Tbx20,Tbx3,FoxH1	212.993	6.04683	0	3	3934
000000000100000000000000100000000	Gata1	Nfe2	NA	Gfi1b	Cbfa2t3h,Erg,Ets1,Etv2,Etv6,FoxH1,FoxO4,Gfi1,Hhex,HoxB2,HoxB4,Ikaros,Ldb1,Lyl1,Mecom,Meis1,Mitf,Myb,Notch1,Runx1,Sox17,Sox7,Tal1,Tbx20,Tbx3,Fli1,Lmo2	210.359	5.88476	0	3	3934
011000000000000000000000000000000	Erg	Ets1	NA	Notch1	Cbfa2t3h,Ets2,Etv2,Etv6,Fli1,FoxH1,Gfi1,Gfi1b,Hhex,HoxB2,HoxB4,Ldb1,Lmo2,Lyl1,Mecom,Meis1,Mitf,Nfe2,Sfpi1,Sox17,Sox7,Tal1,Tbx20,Tbx3,FoxO4,Ikaros,Runx1	186.457	5.9563	0	3	3934
010000000000000000000000010000000	Erg	Notch1	NA	Sox7	Cbfa2t3h,Ets1,Ets2,Etv2,Etv6,Fli1,FoxH1,Gata1,Gfi1,Gfi1b,Hhex,HoxB2,HoxB4,Ldb1,Lmo2,Lyl1,Mecom,Meis1,Mitf,Nfe2,Sfpi1,Sox17,Tal1,Tbx20,Tbx3,FoxO4,Ikaros,Myb,Runx1	168.53	5.94069	0	3	3934
000001100000000000000000000000000	Etv6	Fli1	NA	NA	Cbfa2t3h,Erg,Ets1,Etv2,Gata1,Gfi1,Hhex,HoxB4,Ikaros,Ldb1,Lmo2,Lyl1,Mecom,Meis1,Myb,Notch1,Sfpi1,Sox17,Sox7,Tal1,Tbx20,Tbx3,Ets2,FoxO4,Gfi1b,Mitf,Nfe2,Runx1	152.585	3.28822	0	3	3934
000000000000000010010000000000000	Ikaros	Lyl1	NA	Cbfa2t3h	Ets1,Etv2,Etv6,Fli1,FoxH1,FoxO4,Gata1,Gfi1,Gfi1b,HoxD8,Ldb1,Lmo2,Mecom,Meis1,Mitf,Myb,Nfe2,Notch1,Runx1,Sfpi1,Sox17,Sox7,Tal1,Tbx20,Tbx3,Erg,Ets2,HoxB4	150.845	5.99678	0	3	3934
000000000000000000000000000001010	Sox7	Tbx20	NA	Etv2	Cbfa2t3h,Erg,Ets1,Ets2,Etv6,Fli1,FoxH1,FoxO4,Gata1,Gfi1,Gfi1b,Hhex,HoxB2,HoxB4,Ikaros,Lmo2,Lyl1,Mitf,Myb,Nfe2,Notch1,Runx1,Sox17,Tal1,Tbx3	141.212	6.21187	0	3	3934
000000000000000000100000000001000	Lmo2	Sox7	NA	Tal1	Cbfa2t3h,Erg,Ets1,Ets2,Etv2,Etv6,Fli1,Gfi1,Gfi1b,Hhex,HoxB2,HoxB4,Ikaros,Ldb1,Lyl1,Mecom,Meis1,Myb,Nfe2,Notch1,Runx1,Sfpi1,Sox17,Tbx20,Tbx3,FoxH1,FoxO4,Gata1,Mitf	115.136	5.67832	0	3	3934
000000000000000000001000000010000	Mecom	Sox17	NA	Meis1	Erg,Ets1,Etv6,Fli1,FoxO4,Gata1,Gfi1b,Hhex,HoxB4,Ikaros,Ldb1,Lmo2,Mitf,Myb,Nfe2,Notch1,Runx1,Sfpi1,Sox7,Tbx20,Cbfa2t3h,FoxH1,Gfi1,Tal1,Tbx3	113.165	6.21523	0	3	3934
000000000000000000000000000011000	Sox17	Sox7	NA	Gata1	Cbfa2t3h,Erg,Ets1,Etv2,Etv6,Fli1,FoxH1,FoxO4,Gfi1,Gfi1b,Hhex,HoxB4,Ikaros,Lmo2,Mecom,Meis1,Mitf,Myb,Nfe2,Notch1,Runx1,Sfpi1,Tal1,Tbx20,Tbx3,Ets2,HoxB2	111.935	6.28063	0	3	3934
000000000000100000000000000000100	Hhex	Tal1	NA	Fli1	Cbfa2t3h,Erg,Ets1,Ets2,Etv2,Etv6,FoxO4,Gata1,Gfi1,Gfi1b,HoxB4,Ldb1,Lmo2,Lyl1,Mecom,Meis1,Mitf,Myb,Nfe2,Notch1,Sfpi1,Sox17,Sox7,Tbx20,Tbx3,FoxH1,Ikaros,Runx1	110.234	5.90727	0	3	3934
000000000001000000000000000010000	Gfi1b	Sox17	NA	Gata1,Lyl1	Cbfa2t3h,Fli1,FoxO4,Gfi1,Hhex,HoxD8,Ikaros,Mecom,Mitf,Myb,Nfe2,Runx1,Sfpi1,Sox7,Tal1,Tbx3	102.034	10.1486	0	3	3934
010000000000000000010000000000000	Erg	Lyl1	NA	Fli1	Cbfa2t3h,Ets1,Ets2,Etv2,Etv6,FoxH1,Gata1,Gfi1,Gfi1b,Hhex,HoxB2,HoxB4,Ldb1,Lmo2,Mecom,Meis1,Mitf,Nfe2,Notch1,Sfpi1,Sox17,Sox7,Tal1,Tbx20,Tbx3,Ikaros,Myb,Runx1	100.324	5.73139	0	3	3934
000000000001000000000001000000000	Gfi1b	Myb	NA	Ikaros	Cbfa2t3h,Erg,Ets1,Etv2,Fli1,FoxH1,FoxO4,Gata1,Gfi1,Hhex,HoxB4,HoxD8,Ldb1,Lmo2,Lyl1,Mecom,Meis1,Mitf,Nfe2,Notch1,Runx1,Sfpi1,Sox17,Sox7,Tal1,Tbx20,Tbx3,Etv6	98.8284	6.11956	0	3	3934
000000000100000000000000000000001	Gata1	Tbx3	NA	Tbx20	Cbfa2t3h,Erg,Ets1,Etv2,Etv6,FoxH1,FoxO4,Gfi1,Gfi1b,Hhex,HoxB2,HoxB4,Ikaros,Ldb1,Lyl1,Mecom,Meis1,Mitf,Myb,Nfe2,Notch1,Runx1,Sfpi1,Sox17,Sox7,Tal1,Fli1,HoxD8,Lmo2	87.5527	6.41192	0	3	3934
000000000000000000010000000100000	Lyl1	Sfpi1	NA	Cbfa2t3h	Erg,Ets1,Ets2,Etv2,Etv6,Fli1,Gata1,Gfi1,Gfi1b,Hhex,HoxB4,Ikaros,Ldb1,Lmo2,Meis1,Myb,Nfe2,Notch1,Runx1,Tal1,Tbx20,Tbx3,FoxH1,FoxO4,Mecom,Sox17	83.7445	6.0126	0	3	3934
000000000000000000000000110000000	Nfe2	Notch1	NA	Gata1	Cbfa2t3h,Erg,Ets1,Etv2,Fli1,FoxH1,FoxO4,Gfi1,Gfi1b,Hhex,HoxB4,Ikaros,Ldb1,Lmo2,Lyl1,Mecom,Meis1,Mitf,Myb,Runx1,Sfpi1,Sox17,Sox7,Tal1,Tbx20,Tbx3,Ets2,Etv6,HoxB2	83.5623	6.1441	0	3	3934
000000000010000000000000000100000	Gfi1	Sfpi1	NA	NA	Cbfa2t3h,Erg,Ets1,Etv2,Etv6,Fli1,FoxH1,FoxO4,Gata1,Gfi1b,Hhex,HoxB4,Ikaros,Lmo2,Lyl1,Meis1,Myb,Nfe2,Notch1,Runx1,Sox17,Sox7,Tal1,Tbx20,Tbx3,Ets2,Ldb1,Mecom	80.2066	3.43353	0	3	3934
010000000000000000000000000100000	Erg	Sfpi1	NA	Tal1	Cbfa2t3h,Ets1,Ets2,Etv2,Etv6,Fli1,FoxH1,Gata1,Gfi1,Gfi1b,Hhex,HoxB2,HoxB4,Ldb1,Lmo2,Lyl1,Mecom,Meis1,Mitf,Nfe2,Notch1,Sox17,Sox7,Tbx3,FoxO4,Ikaros,Myb,Runx1	75.2522	5.26329	0	3	3934
000000000100000010000000000000000	Gata1	Ikaros	NA	Gfi1b,Nfe2,Sox7	Cbfa2t3h,Ets1,Etv6,FoxH1,FoxO4,HoxB2,Ldb1,Lyl1,Mecom,Meis1,Mitf,Myb,Notch1,Runx1,Sfpi1,Sox17,Tal1,Tbx20,Tbx3,HoxD8	68.5908	15.5999	0	3	3934
000001000000000000000000010000000	Etv6	Notch1	NA	Fli1	Cbfa2t3h,Erg,Ets1,Etv2,Gata1,Gfi1,Hhex,HoxB4,Ikaros,Ldb1,Lmo2,Lyl1,Mecom,Meis1,Myb,Sfpi1,Sox17,Sox7,Tal1,Tbx20,Tbx3,Ets2,FoxO4,Gfi1b,HoxB2,Mitf,Nfe2	60.4105	5.8392	0	3	3934
010000000000000000000100000000000	Erg	Meis1	NA	Notch1,Cbfa2t3h	Ets1,Ets2,Etv2,Etv6,Fli1,FoxH1,Gata1,Gfi1,Gfi1b,Hhex,HoxB2,HoxB4,Ldb1,Lmo2,Lyl1,Mecom,Mitf,Nfe2,Sfpi1,Sox17,Sox7,Tal1,Tbx3,Ikaros,Runx1	60.0182	10.4335	0	3	3934
000000000000000000000010000000010	Mitf	Tbx20	NA	NA	Cbfa2t3h,Erg,Ets1,Etv2,Fli1,Gata1,Gfi1b,Hhex,HoxB4,Ikaros,Mecom,Meis1,Myb,Nfe2,Notch1,Runx1,Sox17,Sox7,Tbx3,Ets2,Etv6,FoxH1,Gfi1,HoxB2,Lmo2,Lyl1,Tal1	57.413	3.62341	0	3	3934
000000000001000000000000001000000	Gfi1b	Runx1	NA	Ikaros	Cbfa2t3h,Erg,Ets1,Etv2,Fli1,FoxH1,FoxO4,Gata1,Gfi1,Hhex,HoxB4,HoxD8,Ldb1,Lmo2,Lyl1,Mecom,Meis1,Mitf,Myb,Nfe2,Notch1,Sfpi1,Sox17,Sox7,Tal1,Tbx20,Tbx3	55.4321	5.72815	0	3	3934
010000000000000000001000000000000	Erg	Mecom	NA	Meis1,Sox17	Cbfa2t3h,Ets1,Ets2,Etv6,Fli1,FoxH1,Gfi1,Hhex,HoxB2,HoxB4,Ldb1,Lmo2,Lyl1,Nfe2,Notch1,Sfpi1,Sox7,FoxO4	52.6077	10.862	0	3	3934
010000000000001000000000000000000	Erg	HoxB4	NA	Sox7,Lyl1,Etv2	Cbfa2t3h,Ets1,Etv6,Gfi1,Hhex,HoxB2,Lmo2,Mecom,Meis1,Nfe2,Notch1,Sfpi1,Tbx3	51.2477	16.1857	0	3	3934
010000000000100000000000000000000	Erg	Hhex	NA	Sox7,Fli1	Cbfa2t3h,Ets1,Ets2,Etv2,Etv6,FoxH1,Gfi1,Gfi1b,HoxB2,HoxB4,Ldb1,Lmo2,Lyl1,Mecom,Meis1,Mitf,Nfe2,Notch1,Sfpi1,Sox17,Tal1,Tbx20,Tbx3,FoxO4,Myb	51.0932	9.5074	0	3	3934
001010000000000000000000000000000	Ets1	Etv2	NA	Notch1,Sox7,Fli1	Erg,Etv6,HoxB2,Ldb1,Runx1,Tbx20,Myb	49.7392	16.7626	0	3	3934
000000000011000000000000000000000	Gfi1	Gfi1b	NA	Sfpi1	Erg,FoxH1,FoxO4,Gata1,HoxB4,Ikaros,Lyl1,Myb,Nfe2,Runx1,Sox17,Sox7,Tal1,HoxD8,Mitf	49.5369	6.10585	0	3	3934
000000000000000000000000000001001	Sox7	Tbx3	NA	Tbx20,Gata1,Erg	Ets1,Ets2,Etv2,Fli1,Hhex,HoxB2,HoxB4,Ikaros,Lmo2,Myb,Notch1,Sox17,Tal1,HoxD8	48.2392	18.0143	0	3	3934
000000100000100000000000000000000	Fli1	Hhex	NA	Sox7,Tal1	Cbfa2t3h,Erg,Ets1,Etv2,Etv6,FoxO4,Ldb1,Lmo2	46.2863	9.78954	0	3	3934
100000000000000001000000000000000	Cbfa2t3h	Ldb1	NA	NA	Erg,Ets1,Ets2,Etv2,Etv6,Fli1,FoxH1,Gata1,Gfi1,Gfi1b,Hhex,HoxB2,HoxB4,Ikaros,Lmo2,Lyl1,Mitf,Myb,Nfe2,Notch1,Runx1,Sfpi1,Sox17,Sox7,Tal1,Tbx3,Mecom	45.4732	3.1035	0	3	3934
000010100000000000000000000000000	Etv2	Fli1	NA	Sox7,Ets1,Tal1	Cbfa2t3h,Erg,Ets2,Etv6,FoxO4,Hhex,HoxB2,HoxB4,HoxD8,Ldb1,Lmo2,Lyl1,Mitf,Myb,Notch1,Runx1,Sfpi1,Sox17,Tbx20,Tbx3	43.4907	16.1513	0	3	3934
000000000000001000000000000000001	HoxB4	Tbx3	NA	Etv2,Tbx20,Sox7,Lyl1,Erg	Gata1,Gfi1,HoxD8	42.5422	41.3806	0	3	3934
000000000001000000010000000000000	Gfi1b	Lyl1	NA	Ikaros,Mecom	Cbfa2t3h,Erg,FoxO4,Gata1,Gfi1,Meis1,Mitf,Myb,Nfe2,Runx1,Sfpi1,Sox17,Tal1	41.8789	10.2681	0	3	3934
000000000000000010000000000100000	Ikaros	Sfpi1	NA	Cbfa2t3h,Lyl1	Ets1,Etv6,Fli1,FoxH1,FoxO4,Gata1,Gfi1,Gfi1b,HoxD8,Ldb1,Lmo2,Mecom,Meis1,Myb,Nfe2,Runx1,Sox17,Sox7,Tal1,Tbx3,Erg,Ets2,Hhex	38.7454	10.0122	0	3	3934
000000000000000000000000000001100	Sox7	Tal1	NA	Fli1,Hhex	Cbfa2t3h,Erg,Ets1,Ets2,Etv2,Etv6,FoxH1,FoxO4,Gata1,Gfi1,Gfi1b,HoxB2,HoxB4,Ikaros,Lmo2,Lyl1,Meis1,Mitf,Myb,Nfe2,Notch1,Runx1,Sfpi1,Sox17,Tbx20,Tbx3,Ldb1	37.1093	9.94564	0	3	3934
001000100000000000000000000000000	Ets1	Fli1	NA	Sox7,Lyl1,Etv2	Cbfa2t3h,Erg,Etv6,FoxO4,Hhex,HoxB2,Ldb1,Lmo2,Notch1,Tal1	34.0443	16.3094	0	3	3934
000000000000000010000000000000100	Ikaros	Tal1	NA	Cbfa2t3h,Lyl1,Tbx20	Fli1,FoxH1,Gata1,Gfi1b,Ldb1,Lmo2,Myb,Nfe2,Runx1,Sfpi1,Sox17,Sox7,Hhex	32.8021	15.2356	0	3	3934
000000010000000010000000000000000	FoxH1	Ikaros	NA	NA	Cbfa2t3h,Erg,FoxO4,Gata1,Gfi1,Gfi1b,Ldb1,Myb,Nfe2,Runx1,Sfpi1,Sox17,Sox7,Tal1,Tbx20,Ets1,Etv2,Etv6,Fli1,HoxD8,Lmo2,Lyl1,Mecom,Meis1,Mitf,Notch1,Tbx3	31.6303	3.09255	0	3	3934
000000000000000000000000100000010	Nfe2	Tbx20	NA	Gata1,Notch1,Tal1	Erg,Etv2,FoxH1,Gfi1b,HoxB4,Ikaros,Mitf,Myb,Sox7,Tbx3,HoxB2	31.2568	15.7118	0	3	3934
000000000100000000000100000000000	Gata1	Meis1	NA	Notch1,Ikaros,Sox17,Lyl1	Erg,FoxH1,Gfi1b,HoxB2,Ldb1,Mecom,Mitf,Myb,Nfe2,Tal1,Tbx3	26.6921	25.2968	0	3	3934
000000000000100000100000000000000	Hhex	Lmo2	NA	Tal1,Sox7,Sfpi1	Erg,Fli1,HoxB2	26.5755	14.8123	0	3	3934
001001000000000000000000000000000	Ets1	Etv6	NA	Fli1,Notch1	Erg,Etv2,HoxB2,Ldb1,Sox7,Tal1,Tbx20	24.678	9.78228	0	3	3934
010000000010000000000000000000000	Erg	Gfi1	NA	Sfpi1,HoxB4	Cbfa2t3h,Ets1,Ets2,Etv6,Fli1,FoxH1,Gfi1b,Hhex,HoxB2,Lmo2,Lyl1,Mecom,Meis1,Nfe2,Notch1,Sox7,Tal1,FoxO4,Myb,Runx1	24.6468	10.545	0	3	3934
000000000000000000100000000100000	Lmo2	Sfpi1	NA	Tal1,Erg	Cbfa2t3h,Ets1,Ets2,Etv2,Etv6,Fli1,Gfi1,Gfi1b,Hhex,HoxB2,HoxB4,Ikaros,Ldb1,Lyl1,Mecom,Meis1,Myb,Nfe2,Notch1,Runx1,Sox17,Sox7,Tbx3,FoxH1,FoxO4	23.3528	8.59548	0	3	3934
000000000000000000000000001100000	Runx1	Sfpi1	NA	Ikaros,Sox17,Gfi1b	Cbfa2t3h,Etv2,FoxO4,Gfi1,HoxD8,Lmo2,Lyl1,Erg,Ets2	22.1362	16.723	0	3	3934
000000000000000000000001100000000	Myb	Nfe2	NA	Ikaros,Gfi1b	Cbfa2t3h,Etv2,Etv6,FoxH1,FoxO4,Gata1,Gfi1,Hhex,HoxD8,Ldb1,Lmo2,Lyl1,Mecom,Meis1,Mitf,Notch1,Runx1,Sfpi1,Sox17,Sox7,Tal1,Tbx20,Tbx3,Erg,HoxB4	21.8086	10.3417	0	3	3934
110000000000000000000000000000000	Cbfa2t3h	Erg	NA	Fli1,Lyl1,Sfpi1,Tal1	Ets1,Ets2,Etv6,FoxH1,Gfi1,Hhex,HoxB2,HoxB4,Ikaros,Ldb1,Lmo2,Nfe2,Notch1,Sox17,Sox7,Mecom,Meis1	20.2385	18.8155	0	3	3934
